# ATOMDATA Id x=3 u=3 type
# INPUTCONV temp 2.7
1	80.10823	14.25174	47.74411	0.0	0.0	0.0	Argon
2	70.29545	7.599451	58.29292	0.0	0.0	0.0	Argon
3	66.10589	2.939586	69.22116	0.0	0.0	0.0	Argon
4	77.18604	63.33052	73.03413	0.0	0.0	0.0	Argon
5	76.02857	54.41654	24.62265	0.0	0.0	0.0	Argon
6	16.96877	11.43903	21.40026	0.0	0.0	0.0	Argon
7	53.09684	7.723396	47.48021	0.0	0.0	0.0	Argon
8	77.50526	70.68508	49.97302	0.0	0.0	0.0	Argon
9	78.62760	5.855680	10.36454	0.0	0.0	0.0	Argon
10	78.66754	5.905076	10.37156	0.0	0.0	0.0	Argon
11	78.67127	5.896270	10.37987	0.0	0.0	0.0	Argon
12	78.651656	5.866845	10.54319	0.0	0.0	0.0	Argon
13	20.9638	18.46565	13.512	0.0	0.0	0.0	Argon
14	6.480272	32.6572	22.85554	0.0	0.0	0.0	Argon
15	32.15798	66.67209	19.64235	0.0	0.0	0.0	Argon
16	76.48765	80.2741	34.81458	0.0	0.0	0.0	Argon
17	19.83014	34.60653	14.83765	0.0	0.0	0.0	Argon
18	25.20467	65.59532	52.74072	0.0	0.0	0.0	Argon
19	28.7209	31.69037	6.361175	0.0	0.0	0.0	Argon
20	22.82023	18.5027	75.01895	0.0	0.0	0.0	Argon
21	75.7186	9.035857	42.03338	0.0	0.0	0.0	Argon
22	63.78062	1.450346	65.41933	0.0	0.0	0.0	Argon
23	70.39675	10.8278	35.39742	0.0	0.0	0.0	Argon
24	72.11494	62.36165	71.26729	0.0	0.0	0.0	Argon
25	17.59769	37.78827	48.79222	0.0	0.0	0.0	Argon
26	49.58662	49.37557	77.20292	0.0	0.0	0.0	Argon
27	57.36149	54.84418	5.608746	0.0	0.0	0.0	Argon
28	6.348782	1.82112	79.0796	0.0	0.0	0.0	Argon
29	60.90387	51.44875	34.74958	0.0	0.0	0.0	Argon
30	60.67356	26.42158	63.69598	0.0	0.0	0.0	Argon
31	12.62423	33.85289	41.92051	0.0	0.0	0.0	Argon
32	31.5467	3.939052	36.09183	0.0	0.0	0.0	Argon
33	5.870202	25.48479	55.06688	0.0	0.0	0.0	Argon
34	8.610373	15.63144	11.70656	0.0	0.0	0.0	Argon
35	58.47601	47.58274	75.10091	0.0	0.0	0.0	Argon
36	70.67912	24.44218	65.40481	0.0	0.0	0.0	Argon
37	63.88282	40.59888	20.49364	0.0	0.0	0.0	Argon
38	34.11248	15.15537	18.03845	0.0	0.0	0.0	Argon
39	51.87811	24.64971	9.241829	0.0	0.0	0.0	Argon
40	5.861329	47.86816	53.93687	0.0	0.0	0.0	Argon
41	68.77425	11.02548	33.45735	0.0	0.0	0.0	Argon
42	73.71709	34.8016	24.6065	0.0	0.0	0.0	Argon
43	36.08438	71.59723	15.63546	0.0	0.0	0.0	Argon
44	40.27323	70.96737	58.8725	0.0	0.0	0.0	Argon
